iter	Logloss
619	0.3955390271
620	0.3954888047
621	0.3954706274
622	0.3954499214
623	0.3954049294
624	0.3953812066
625	0.3953456617
626	0.395317597
627	0.3953038903
628	0.3952756814
629	0.395257418
630	0.3952291274
631	0.3952014295
632	0.3951575325
633	0.3951026039
634	0.3950721216
635	0.3950015906
636	0.3949785528
637	0.3949152033
638	0.3948689374
639	0.3948417913
640	0.3948144096
641	0.394775041
642	0.3947603106
643	0.3947369488
644	0.3947039885
645	0.394671161
646	0.3946182825
647	0.3945629112
648	0.3945418217
649	0.3945196559
650	0.3945015725
651	0.3944771333
652	0.3944431655
653	0.3944250563
654	0.3943980664
655	0.3943631209
656	0.3943034935
657	0.3942634784
658	0.3941877533
659	0.3941670321
660	0.3941219298
661	0.3941050876
662	0.3940913971
663	0.3940532853
664	0.3940296157
665	0.3940156793
666	0.3939721256
667	0.3938706027
668	0.3938423263
669	0.3937968991
670	0.3937620844
671	0.3937208725
672	0.3937016595
673	0.3936626094
674	0.3935948653
675	0.3935779289
676	0.3935373145
677	0.393509901
678	0.3934839279
679	0.3934627608
680	0.3934201759
681	0.393395418
682	0.3933342523
683	0.3933179277
684	0.3932989568
685	0.3932575698
686	0.3932385767
687	0.3932208807
688	0.3931500554
689	0.3931218521
690	0.3930864363
691	0.3930707752
692	0.3930266917
693	0.392978746
694	0.3929317628
695	0.3929039123
696	0.392882465
697	0.392864615
698	0.3928387636
699	0.3927994232
700	0.3927513476
701	0.3927394188
702	0.3927161072
703	0.392689572
704	0.3926747128
705	0.3926592165
706	0.392592917
707	0.3925635844
708	0.3925449331
709	0.3925197114
710	0.3924685684
711	0.3924124558
712	0.3923854835
713	0.3923671797
714	0.3922735407
715	0.3922265414
716	0.3922068057
717	0.3921855372
718	0.3921567718
719	0.3921069929
720	0.3920881307
721	0.3920640621
722	0.3920536435
723	0.3920354264
724	0.3920157695
725	0.391962429
726	0.3919435676
727	0.3919166612
728	0.3918696996
729	0.3918185492
730	0.3917898063
731	0.391716196
732	0.3916869779
733	0.3916707604
734	0.3916548314
735	0.3916424941
736	0.3916100301
737	0.3915835856
738	0.3915634403
739	0.3915288236
740	0.3914810878
741	0.3914558921
742	0.3914411024
743	0.3913488115
744	0.3913323852
745	0.3913136413
746	0.3912852054
747	0.3912308459
748	0.3911485706
749	0.3911005311
750	0.3910676049
751	0.3910359163
752	0.3910151732
753	0.3909992758
754	0.3909720124
755	0.3909476896
756	0.3909005801
757	0.3908911336
758	0.3908516026
759	0.3908114764
760	0.3907961858
761	0.390782192
762	0.3907685939
763	0.3907378344
764	0.3906939883
765	0.3906554632
766	0.3906098436
767	0.3905949174
768	0.3905792237
769	0.3905444556
770	0.3905078915
771	0.390466664
772	0.3904307579
773	0.3904156503
774	0.3903996877
775	0.3903473787
776	0.3903373616
777	0.3902998229
778	0.3902912928
779	0.3902793179
780	0.3902582697
781	0.390204238
782	0.3901818943
783	0.3901658418
784	0.3901497873
785	0.3900983413
786	0.3900655235
787	0.3900556688
788	0.3900408535
789	0.3900169499
790	0.3900054749
791	0.3899807552
792	0.3899318837
793	0.3899062375
794	0.3898725922
795	0.3898621546
796	0.3898485639
797	0.3898150214
798	0.389780219
799	0.3897682002
800	0.3897513247
801	0.3897268305
802	0.3897156999
803	0.3896952941
804	0.3896728857
805	0.3896608438
806	0.3896366734
807	0.3896250885
808	0.3896132403
809	0.3895478344
810	0.3895304197
811	0.3895143836
812	0.3895024835
813	0.3894744803
814	0.3894578325
815	0.3894281011
816	0.3894042826
817	0.3893917305
818	0.3893763038
819	0.3893655487
820	0.3893448828
821	0.3893205974
822	0.3892728982
823	0.3892080931
824	0.3891517745
825	0.3891202639
826	0.3891076971
827	0.3890972634
828	0.3890844363
829	0.3890686255
830	0.3890458459
831	0.3890289571
832	0.3890020738
833	0.3889906757
834	0.3889674753
835	0.3889336724
836	0.3889012181
837	0.3888832894
838	0.3888699674
839	0.3888406485
840	0.3888147483
841	0.388784834
842	0.3887639488
843	0.3887387787
844	0.3887206875
845	0.3886881131
846	0.3886705227
847	0.3886470049
848	0.3886227975
849	0.3885783788
850	0.3885616389
851	0.3885374831
852	0.3885267232
853	0.3885028935
854	0.3884937782
855	0.3884557311
856	0.388442548
857	0.3884067435
858	0.3883569154
859	0.3883220192
860	0.388279096
861	0.3882562765
862	0.3882238283
863	0.3881944615
864	0.3881841068
865	0.3881717324
866	0.3881499219
867	0.3881285236
868	0.388064057
869	0.3880457737
870	0.3880323946
871	0.3880096007
872	0.3879810245
873	0.3879712254
874	0.3879624734
875	0.387952698
876	0.3879324247
877	0.3878832973
878	0.3878619641
879	0.3878400115
880	0.3878147978
881	0.3878007482
882	0.3877542893
883	0.3877324617
884	0.3877238484
885	0.387710055
886	0.3876901739
887	0.3876802999
888	0.3876658172
889	0.3876568114
890	0.3876335612
891	0.3876180568
892	0.3876108231
893	0.3875955863
894	0.3875842842
895	0.3875639939
896	0.387539712
897	0.387529673
898	0.3875132182
899	0.3874740767
900	0.3874578869
901	0.387417343
902	0.3874007055
903	0.3873844786
904	0.3873539426
905	0.3873231677
906	0.3872937184
907	0.3872818033
908	0.3872696182
909	0.3872596953
910	0.3872366827
911	0.3872109657
912	0.3871992592
913	0.3871757567
914	0.3871587494
915	0.3871497574
916	0.3871355993
917	0.3871152438
918	0.3871000361
919	0.3870800434
920	0.387065056
921	0.3870482881
922	0.3870400352
923	0.3870164257
924	0.3870046386
925	0.3869888916
926	0.3869795894
927	0.3869716622
928	0.3869598552
929	0.3869441316
930	0.386937659
931	0.386924345
932	0.3868983091
933	0.3868871861
934	0.3868717255
935	0.3868635991
936	0.3868470503
937	0.3868297598
938	0.3868095323
939	0.3867490745
940	0.3866863325
941	0.3866681979
942	0.3866579982
943	0.3866297984
944	0.3866085552
945	0.3865464374
946	0.3865357917
947	0.3865237981
948	0.3864704041
949	0.3864543585
950	0.3864398707
951	0.3864292797
952	0.3864156322
953	0.3863948904
954	0.3863852243
955	0.3863663432
956	0.3863451653
957	0.3863271842
958	0.3863092808
959	0.3862918492
960	0.3862791581
961	0.3862646172
962	0.3862444839
963	0.3862337684
964	0.3862123092
965	0.3862027225
966	0.3861578669
967	0.3861408275
968	0.386127795
969	0.386112047
970	0.3861011511
971	0.386078219
972	0.3860468474
973	0.3860333746
974	0.3859670687
975	0.3859343062
976	0.3859214013
977	0.3859059935
978	0.3858809694
979	0.3858444944
980	0.3858382263
981	0.3858284588
982	0.3858114675
983	0.385791887
984	0.3857775677
985	0.3857498226
986	0.3857275502
987	0.3856882672
988	0.3856679842
989	0.3856552602
990	0.3856382104
991	0.3856263295
992	0.3856019866
993	0.3855852955
994	0.3855438871
995	0.3855372129
996	0.3855145249
997	0.3855018604
998	0.3854863916
999	0.3854709911
